,filename,raw_url,yahoo_image_url,title
10,Dog_11,https://www.cdc.gov/healthypets/pets/dogs.html,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG_fCosgtxNa3nVLdklGWpF4FW7c5vFhIMVHZBwVoolW1-NPd91yHdxu8iNuoM5eKroc_1CoqDUeEjA6ZUD5UiboQsklktjUfNqrHrkRLuVop8XpJFUiwn81vFiIu__54yf6M7eI3jAu3IdgPEpqqAGJOK6tGtIxl7D3ECeIUpqCfezd1rIcgSGdlK6Pl-2xm28A5iX86wKajSQdw_GC64FP-utk5fxsdFJq90ouRrWvUCsJv5_wfQAESz9G98kB3JWtVvVb-EAIXTPB-wGzwPtU=/cute-dog-headshot.jpg,"Dogs | Healthy Pets, Healthy People | CDC"
11,Dog_12,https://www.nytimes.com/2023/04/12/business/human-grade-dog-food.html,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG_u9Cwza-WIavZgx6-LyxlMHWub1kxn61V0ZJ5e85eHO2COmcfcQNZZYJuHxrD2sYjeMGbaGx9K49EqzCEiBX9knmPQ_cJbJa91XPsusJCdC5DjBdEQCvtsXGNOGzt011M7r5dyWPT4DoUOLnXkkOFfszzCbZENTza-YgU3U-_hFhWxamlc3fUVQpg9OVjrz7RQx0V7tfujTsouQqq-Jg-IaTtnWiVFvMmePQRje8cZjVNJ5EMc7_cx-IctPMxwa8ni2bmjIuOEy0i8l9YLS3JXqNG9UiUbKzNgzKfpT-QMdjaGri84TFBkCjypei3we84Nk1FqJ9eE0Kz8G6BZUDmg=/12DogFood-hbvt-mediumSquareAt3X.jpg,Gourmet Dog Food Has Pet Owners Sending Kibbles Back - The ...
12,Dog_13,https://www.hartz.com/five-things-all-small-dog-owners/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG33iBEKapYL25lq5nLnkP7-QACSwYqIuW-N3eY9zonbhdB5qiaEgNcJ6uejvUsxOU0xFRqUlWkCemTdC8jTmIsUwrEqzhbeiLPvuu_20NrqJo8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqv-Y-4uEtobT2aRpxUnhaNtTPR7doCTDbeOzBMp4VJrYOazp5AE9CRhym-V62CAIc5Dr9DWcVP3YPiWOFN-DTRo=/small-dog-owners-1.jpg,Five things all small dog owners should know | Hartz
13,Dog_14,https://www.thetimes.co.uk/article/badly-behaved-dogs-are-often-the-smartest-study-suggests-9lxcjc3gk,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG16KIyWtVUyPGVRIFeniSHTN2MF6G59wGmxSAEeetwdGEoOWoILGhsNcgAO0--inZbs1YDg6KVu-k4i5nIxki6vbHQyX7eaaINplY4vIpqvhhnQNXsbdlPdLPwGyN-HwdUZvqR6CBimhAc8V4X6oyDXYH369pFRovKOpqBinMrbP9beiDGJwa0n90sOQXECKlV_i6p6SfYirEYZ-OH9p3Mhx3xI6Y6wxULoDsK0RXrAuaE4-W9uPEB76D8ZD-3inzOxrYG5tFG5kVMAHJXNVkDgUUjQfrSz3EoTjCHnQc5VLy081uZa8lDuwdcy3vRMShjZCNRJ6v43NTTxrG-ZwAIW_jPMaEAeNUQjNYKRfK8Jz8ZQPhCCw97uO-UvWbKywqcEYKmBFQy9-5ZnOQKkTLlU=/2Fmethode2Ftimes2Fprod2Fweb2Fbin2Fc47f6830-9292-11ed-b04f-b9bf191ef388.jpg,"Badly behaved dogs are often the smartest, study suggests"
14,Dog_15,https://www.scotsman.com/lifestyle/family-and-parenting/dog-life-expectancy-these-are-the-10-breeds-of-adorable-dog-with-the-longest-average-lives-including-the-loving-jack-russell-3318570,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG3Ufn-NApjSGSp7RkWgpSXOr5S9BxEgBNAksm_gazQGSRtkGgsSgpez-wc3EizLRd-7IF-sXDkh-CfeZiGlrmmQymou5dL4pAtn5lC_rhzzrXDpwkPw6whsZRyAHM5Rn9nRsss4eh08kQQ2klff6Gh0x7ufuv-AI90gaf_ZR37BxPJ5mxEv59afPhy-HqtxPdKzw3OIRcwEgrczc0bf8A3AH30lN_Nsj_MmKW2alwRRT-lzhBThQJUQv676mcDglcDJmc0R2I61hIZSiBRzUV-8yujkacz3-zhaQ-NJ_zN_sy0cgE1wElJaeNcwQ2Y2g5EqGNQ4T3utFq8AGHNWU0Vl7fPhbREotGKddYjEqDcpS67Avb7KSlW4zso1SOabxhjUVXGAjf50IktEbHSxmNcaM9PpHSoUytbxswQu3_MFA/b25lY21zOmJhYTg3ZTVlLTQ3Y2UtNGQyZS05YjVmLTcwMWUwOWIwYTc1YjoxZjhkZjBmZS1mODE4LTRkZTMtYjRkZS1jM2I0NWJhY2RhMmE.jpg,Dog Life Expectancy: These are the 10 breeds of adorable dog ...
15,Dog_16,https://www.theguardian.com/science/2019/jun/17/how-dogs-capture-your-heart-evolution-puppy-dog-eyes,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG15QdydpMn5RuqR-rJci3NDl2pMxky-NTf96RizU5E3IgyRDMg2JHDE_isB7GxzNaCBynhKdF3UFEYgjHcrCYyG5FTnUfvQlOmlFIBPUktW8nczlARlRdlkg9UTnxZ-zbxxsQacO4atWoWLn4KDYnbvnqHhGnln-gFotytIEQFu3GwWfobMdahUIZeQrMg6cEa18nYQUcM7OG5z3D8mKaHSI8XPcVVjuQjz71qVwDTHHV3TFnvq6AMk43dxV3niYatFPcjvjzVBsAoCkvNCuRMTuj5ImOAkt2MPPm0KWr7U_8XpJFUiwn81vFiIu__54yf6M7eI3jAu3IdgPEpqqAGJOK6tGtIxl7D3ECeIUpqCfezd1rIcgSGdlK6Pl-2xm21kcfwN4d5wB-ADDij_oVaQryte5mNLdmUyS4n6V1FP7D9tiXVdbZ5o63Ys9wirUImjcR1q_h5HjM7igsYVEG0U=/3408.jpg,How canines capture your heart: scientists explain puppy dog ...
16,Dog_17,https://www.thepioneerwoman.com/home-lifestyle/pets/g36592631/small-fluffy-dog-breeds/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG9rPgZApaBCJC9fM4dC_sYSGRDzFzrqm3OMb3720emkNrjRUmvQ0kQzNW2Cc9my8cFofosU9wteD_O3rFZ5bd5tG0xC-NTJ1fxmkHT-ytPGv47CBRnrG5i3_UZq8pWr_OVt08NqHedV1dwicbbZ021O8UQGDub5QQOo-GRxYDBqJZ0a-qpqjIWrSagK3-kAJoyCB-F5PdVm9BBdSVKnteicVbyoKD0lxwQMCRbuqBNrKgCA4RGaid3itx7yOlGmFKauWD8Jm637V5HDHj2kVN_m4dOSw0qworxH5uJX5-lz_qybGq_4rXhCufcmJMStwRVRCOlCI5_7IvMnNELjVlz2OTEIZFLXundRZ6hc6q9g1/small-fuffy-dog-breeds-1623362663.jpg,15 Small Fluffy Dog Breeds - Best Small Dogs for Families ...
17,Dog_18,https://www.channel4.com/programmes/the-dog-house,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG5NLakD7F_QtoFVFgRd2_6FP9i-OqUj4P6kkKpwyBqYNZSxRbkzbAf82ya1M7uN9qeFpjdNBNeGffmlTk_qk3ENy2shAQjJWgZ_IVBA2BjNcZa7V2UP5Q1WYvlYm5K6sMaWWz9Quj_Aap5wcpoCfxJRjvxlx0SRBSBryw42fiY69N090mNfarK1r3VBCVeU98mpWuVQsQRjIXHzc3hddWyUatVUNXcaL4EBObx26yxrjeHC46--zqt9o5r_tmabqlSCB-F5PdVm9BBdSVKnteicVbyoKD0lxwQMCRbuqBNrKgCA4RGaid3itx7yOlGmFKauWD8Jm637V5HDHj2kVN_nnORXsvpEH46A9TK8FqeQubiRew-gvirpq_upYMxOY1GVdAsSdxtdBKUhviue9h9TrPGTa2j-rOVQgNyWgGbm5/5061c640-5174-451b-9798-0c11f6d56b4d.jpg,The Dog House | All 4
18,Dog_19,https://people.com/pets/rescue-dog-recovers-from-alcohol-addiction/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzLFEw5A76LFmwqc85tuc9SEppQytr3mQCDgs2h7vQdCIa8xjbr4AGgFd7IP2HE3qnBYWh4GoPxIAFSTgwytIt0W79elkyuf6n1MH-vTsNMXQEscT7m2m8qdMb4SqFl_JrBRuZVk3xZnuPKvHXJQ3IaJ0kMj3WsqyvUVZ2wVzfJhlaLYtvKTk18jKg-nJJK-KCTpOMH_jyVJFHp-0ZhrSSC-0Pw9PT0ZtCySmHL78B8pBtUi37r4fXt5WqeyiL0So3ovBYvM6j_f3KXFxveNMWw0kSAmptSC7_43EBHt-t0h6mv5AgvKFucEvGJesn-GNMEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN3TfzhUklmP_ib5JI7Zc9beqzT3GEEttbifwW6IaPWR7g2YBsG6zPI27YPotKAZO1KSYYA37F5K6yJwbORioL3_/coco-rescue-dog-041123-tout-34c967d00e574401aebf75325e38b14e.jpg,Rescue Dog Recovers from Alcohol Addiction After His Owner Dies
19,Dog_20,https://www.akc.org/expert-advice/health/does-cbd-work-for-dogs/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG5PjVZ6W-DZBmrwBczCLRcXDIOJgFB2pBzRQE_T4r8h6RU3nvSUF682RptyqOa_SF8uImU5Xbny1MqM23ArEjVH4Sn1h0CzTCY7AbO0g6E-a4Ftq6JHXRenTyJm7JhUt_u36QgBg32FBfDfxv2B4NIazv-wXn8h5EwRuKY752ATw8L_sQK0n10pGxMhSD7F2b9ZOzYZrTFX6hn6aXE62oC8yZnNEdiOtYSGUogUc1FfvMro5GnM9_s4WkPjSf8zf7MtHIBNcBJSWnjXMENmNoORZyS-Kki5373ey_lsJhh7uj9spwW56LHa3G3vyMHOvvHsqcKjN9y6MBMfmgB1_z9affiLkEod-C4CY8sBURl4sjPT6R0qFMrW8bMELt_zBQA==/Cavalier-King-Charles-Spaniel-laying-down-indoors.jpeg,Does CBD Work for Dogs? – American Kennel Club
20,Dog_21,https://www.britannica.com/animal/German-shepherd,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8ubdLLQ9yvMQzUOZbSir4HMSPwbYiPfGYlfpNOO4GFcF3k4azRFhOjAcrBNuejKyxU-DLdsHgh2vxcFG-Ji3RsGWLJl3-GI_YLCItSHdUJLXkAiQXm5-tq80nFwRNJdVDJmc0R2I61hIZSiBRzUV-8yujkacz3-zhaQ-NJ_zN_sy0cgE1wElJaeNcwQ2Y2g5Ft3wLIHUVASNtaIw2L4Ja0xTUwJbcHXVxqUIkl6t2AhGtAByq1R3MCHiFn0zb4mUPbY03uaiUX2glsnA0vowgnyjrNBw9iXW4gDGS-NANVS/German-Shepherd-dog-Alsatian.jpg,"German Shepherd | Dog Breed, Description, Temperament ..."
21,Dog_22,https://www.npr.org/2023/04/12/1169466830/worlds-shortest-dog-pearl-chihuahua,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2Lh7lTW1oHpnPEyZS7GROY-AqCDnv5XN6xKt08CiKbPj7YFch8XSQBE96mr_yPSOY2h6pXh-Yp5vIZCC-eAem04X3UJXMz4zExoCRX1iPrcCwIPQHOu02wiLvhDWOek-VjgodhnttUg7m-NhJUdxN4d3aa10hvuYdThiYa6IW-8o8LKF6AjTRFPEJVogbdhDv4mxuUZYmlqg83lCUvBzGt3ZThxQVSSX3ufNQ7XrTK6P9BRdGb6MY4vF0HYTZemqrtiDX_l7k_oMgJeUN7EGlr3SEzziJANY_s8gcxZ20VOvUK9kHXp3MNAW-vaWcTtWTTTmfLRu-VTrkvHqIoRD50=/shortest-dog-living-4_slide-b5bce47e5b4dd4c0e6548310230aafa1dfcae2b8.jpeg,Pearl the chihuahua is the world's shortest dog : NPR
22,Dog_23,https://www.dkfindout.com/uk/animals-and-nature/dogs/what-is-dog/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG04eNh2RFpVfWHSK9J1wF29bET_FIrbzhYB9XEQkm-nQV9jiK8HGLsusvtJgHFU_5yACVEfR7lpVmY_vPRmLm0zBr9GocN3YXOnlzwz_My2Fl6v-7r60-oCakNNPy9-nuezPMJtkQ1PNr5iBTdT7-EWFbFqaVzd9RVCmD05WOvPtFDHRXu1-6NOyi5Cqr4mD4hpO2daJUW8yZ49BGN7xxmPEdbZX4SFpdWqAkqZYGQrCK3U1wH_5IhOJziN80l9rrhEMrfrD5mO5LfDLKAbEJtc4eecCpRzV6MyzOKMqzJfg/580540_mjznrj.jpg,What is a Dog | Facts About Dogs | DK Find Out
23,Dog_24,https://www.thedogandfriends.com/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGygMQVkKkqnuf70M-fNTh6EZM077bFzih3qbgYagigV6kAAksGKiLlvjd3mPc6J24aJXO-3bYx7IVem0yYumRFJLDs-504l9z_8vF6H6aHGBkjG0noj5wpzXl4paO8NbKK7b0BnTdLCbzPjAtE2nF7gNmHJv2cf0zgWS172JaTmFfq3ZkviQ5He3fo6cz_NzXVcMXvnblYnicGn9tNcdrDAp66lMw7Qfux2hxjUDy2bJMj40Fk9JmKdopEZcCQ9mv84BWV3le2hXkwPGthSSAj31gM4HpzZr4eq_7h8pzvWy/the_dog_OGP.png,THE DOG（ザ・ドッグ）公式ブランドサイト
24,Dog_25,https://www.nbcnews.com/health/health-news/signs-dog-intelligence-gifted-dogs-play-study-finds-rcna41534,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG6g_4a8JRD6S9qckNI6bsf1Dlqo2nLeGw98D-CSR767sm6ky6l4ze7xFNs5MM2f4F1EOKFeX-_4h1nnXoSx6szKhY6hMOK1NsSAL9sYCitTb8D_swcFkK3Mh5Dp4QDinhaZyeOjg40d90ceqYrhFpFEkPN2XcTr_CstZqfe7mQ36R8mwZDO7SPzVDMR85cZUXCDkgdAOLgwz38gQ8hgoIP8WyHt4qkOlAIsT-sTK8hvjm6zjfJSTfzinRmyljD9TjXiYH0yZ-gGFzrQkcEZl5fv5WUqUABp88WsBsprNKttHoeWXhIIlwTtjVR0XURJaErT4SA4FL8OUSHjVMJSHxdKhnUqQ3Ei6NoXPnre8xQHLLit7WI7Ck1NwrAZUwy5ddF0Lm6ZYEeibJ12A7G80dig=/220805-border-collie-play-mn-1100-82d2f1.jpg,"Signs of dog intelligence: Gifted dogs like to play, study finds"
25,Dog_26,https://tk.gov.ba/dog-history-domestication-physical-traits-breeds-facts-britannica-kk-136730948,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG4iVBKdvSssvAJfKgnAYX0L-GA1tGYKWv3d3Z4CpdnjsKRfO6RoVxf_9EjSLgY0yqlRdW67RsEtMcdoysE_hHT_xekkVSLCfzW8WIi7__njJ_ozt4jeMC7ch2A8SmqoAYk4rq0a0jGXsPcQJ4hSmoJ97N3WshyBIZ2Uro-X7bGbbfhvK4gqw0StdSfuJiBD552CXBY2QfiHRNYTN-ZRUp6G2_vE5X4JEjMj_wyAYYoSkfRXeNtyWjXY8rWDfBseJCQ==/dog_230497594.jpg,"Dog History, Domestication, Physical Traits, Breeds, Facts ..."
26,Dog_27,https://www.pedigree.com/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzxSGE20dBHfslEyxBLHeTIY1nXpt-gqTchYLwYFXbHz0XKT5BOyU7_w_ATH79nJ4q2HF03YDIyTuumpPD9bFSF4SXxMdj0t46L2w636tsIH1eoQrNIR7jtVil91lKKtxiwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199IjF0-d-JvSY9a-XWwozeiFzPClgDdYlIV3Wo1oMi--jaUoUn6Qn96jyzDsk-lu4PXLPODdcNhXjDD0GO9TMU0o/PED-Hero-HP.png,Affordable Dog Food & Dog Treats | Dog & Puppy | PEDIGREE
27,Dog_28,https://people.com/pets/dog-walks-himself-home-after-owner-killed-hit-and-run-training-service-animal/,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGzLFEw5A76LFmwqc85tuc9SiX4YgzDt6Yu6Lw8qM_US51ncoKVXMRHbO3n1vpvFVXefVs64TqBSCWHNMECdVDEwW79elkyuf6n1MH-vTsNMXQEscT7m2m8qdMb4SqFl_JrBRuZVk3xZnuPKvHXJQ3IaJ0kMj3WsqyvUVZ2wVzfJhlaLYtvKTk18jKg-nJJK-KOOAik2tADp45XK5CNq3ZAT1tKME__eS7dT5wzfAS0nEgmhK1GmCAlWmpGzqheuPCQSTC3Ku7Lz6aVorTXvBZXvDHcMLBPDKJIRNxVAzmPTE25r9mXOYuvqLpgRZRi5R3KPCyhegI00RTxCVaIG3YQ7-JsblGWJpaoPN5QlLwcxrd2U4cUFUkl97nzUO160yuj_QUXRm-jGOLxdB2E2Xpqpg6ufTlBGzpKmKqYzhxcNbahLEaTi28h2GLiEI_oerhGvK33D-aXWr-2wC6Mf9drVM0SUHs0rpLxUvwYOeHRps/rescue-dog-service-animal-041023-1-b20d29fdc8384283ba1e4b1659695527.jpg,Dog Who Walked Home After Owner Dies in Accident Is Training ...
28,Dog_29,https://www.dailypaws.com/living-with-pets/pet-compatibility/worlds-largest-dog-breeds,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG0QzmsbbbA2_E9HzEeP_I3ai7Sr_5-zy5I_oCAle9HDVir8ZxwU-QW5KHeGZvD2KJgsfafIBB2t4aEnAlPNq3MUYFq8Ol0Sak3BZoByuiCZxRgokOp1wAsz34CkTMTzag2nPndCkkw0c-d1iI9_VkBuJbAqXXckbslljmvAqv9oNy7uN4pnmwZpUhNb0yylEARW8vbLrqzNEVFPXqCdtdHP5F5Sg_UxG7FWzAUoaZpEtZbupaWsyomJg-JwUlX-GIqz1TX46-sHJMO6cqgflxJ8pYW9oay7gbb_NO5ZPEOWJC6EeLlzpAGJV-O1xtvygc67b0BnTdLCbzPjAtE2nF7gNmHJv2cf0zgWS172JaTmFfq3ZkviQ5He3fo6cz_NzXXjvaVKJ1oXQZg5c64cxVoCB24SBvVKZmaiG0eB347wXHEfGPZd7B_QWRf8F9usAO5cVN9llfSsQyA9sGfsTXYf1gM4HpzZr4eq_7h8pzvWy/image,The Top 20 Largest Dog Breeds Whose Hearts Are as Big as ...
